2022-01-24 09:46:26.005654 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\SessionLogs\editor 2022-01-24 09-46-22.txt'. [13.3 ms]
2022-01-24 09:46:26.061657 ; Session        ; Debug       ; Running '"C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\editor.exe" ' in 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug'.
2022-01-24 09:46:26.623656 ; Session        ; Debug       ; Microsoft Windows 10.0.19042 X64
2022-01-24 09:46:26.623656 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-01-24 09:46:26.834652 ; Session        ; Debug       ; OpenTAP Engine 9.16.4+654f0b6b X64
2022-01-24 09:46:26.977653 ; Resolver       ; Debug       ; Found 23/87 assembly files. [89.2 ms]
2022-01-24 09:46:27.042653 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-01-24 09:46:27.046654 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-01-24 09:46:27.237651 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-01-24 09:46:27.646655 ; Searcher       ; Debug       ; Ordered 21 assemblies according to references. [649 ms]
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found 17 plugin assemblies containing 262 plugin types. [1.01 s]
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Package.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Plugins.BasicSteps.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of Keysight.OpenTap.Wpf.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of PackageManager.exe
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of Editor.exe
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of Oscilloscope.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of ResultsViewer.exe
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of RunExplorer.exe
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of TimingAnalyzer.exe
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Sdk.New.dll
2022-01-24 09:46:28.005652 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-01-24 09:46:28.006654 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-01-24 09:46:28.006654 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-01-24 09:46:28.006654 ; PluginManager  ; Debug       ; Found version 1.2.2+ebf9ebe5   of OpenTap.VSSdk.Installer.dll
2022-01-24 09:46:28.006654 ; PluginManager  ; Debug       ; Searched 23 Assemblies. [1.01 s]
2022-01-24 09:46:28.154654 ; PluginManager  ; Debug       ; Loaded OpenTap. [1.44 ms]
2022-01-24 09:46:28.160653 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [590 us]
2022-01-24 09:46:28.293654 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [54.1 ms]
2022-01-24 09:46:28.314660 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [58.0 ms]
2022-01-24 09:46:28.415657 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [29.4 ms]
2022-01-24 09:46:28.680213 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.30 us]
2022-01-24 09:46:29.221216 ; Settings       ; Debug       ; EditorSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Editor.xml [1.16 s]
2022-01-24 09:46:29.274212 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2022-01-24 09:46:29.311211 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2022-01-24 09:46:29.868974 ; GUI            ; Debug       ; Loaded Light Theme. [40.3 ms]
2022-01-24 09:46:30.704266 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-01-24 09:46:31.034450 ; PluginManager  ; Debug       ; Loaded PresentationFramework. [1.00 us]
2022-01-24 09:46:31.260377 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\GUI Controls.xml [303 ms]
2022-01-24 09:46:31.260377 ; Main           ; Debug       ; Window initial dimensions: 1024px, 768px.
