2022-01-24 09:19:27.974938 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\SessionLogs\tap 2022-01-24 09-19-26.txt'. [15.3 ms]
2022-01-24 09:19:28.018940 ; Session        ; Debug       ; Running '"C:\Users\seokchoi\AppData\Local\Temp\qy2zlsql.ria\tap.exe" package install --dependencies "Developer's System" -r "packages.opentap.io" --non-interactive --target "C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug"' in 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug'.
2022-01-24 09:19:28.083941 ; Session        ; Debug       ; Microsoft Windows 10.0.19042 X64
2022-01-24 09:19:28.083941 ; Session        ; Debug       ; .NET Framework 4.8.4420.0
2022-01-24 09:19:28.104941 ; Resolver       ; Debug       ; Found 5/18 assembly files. [26.8 ms]
2022-01-24 09:19:28.140940 ; Session        ; Debug       ; OpenTAP Engine 9.16.4+654f0b6b X64
2022-01-24 09:19:28.278944 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\AppData\Local\Temp\qy2zlsql.ria\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-01-24 09:19:28.482006 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\seokchoi\AppData\Local\Temp\qy2zlsql.ria\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-01-24 09:19:28.684080 ; Searcher       ; Debug       ; Ordered 5 assemblies according to references. [563 ms]
2022-01-24 09:19:29.039608 ; PluginManager  ; Debug       ; Found 3 plugin assemblies containing 152 plugin types. [924 ms]
2022-01-24 09:19:29.039608 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.dll
2022-01-24 09:19:29.039608 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Package.dll
2022-01-24 09:19:29.039608 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Plugins.BasicSteps.dll
2022-01-24 09:19:29.039608 ; PluginManager  ; Debug       ; Searched 5 Assemblies. [924 ms]
2022-01-24 09:19:29.190603 ; PluginManager  ; Debug       ; Loaded OpenTap. [868 us]
2022-01-24 09:19:29.344606 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [12.5 ms]
2022-01-24 09:19:29.455611 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\SessionLogs\SessionLog 2022-01-24 09-19-26.txt'. [52.4 ms]
2022-01-24 09:19:29.499605 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [14.5 ms]
2022-01-24 09:19:29.585604 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [11.5 ms]
2022-01-24 09:19:29.779604 ; PluginManager  ; Debug       ; Loaded mscorlib. [700 ns]
2022-01-24 09:19:30.115677 ; CLI            ; Debug       ; Executing CLI action: package \ install
2022-01-24 09:19:30.503077 ; CLI            ; Debug       ; Executing CLI action: package \ check-updates
2022-01-24 09:19:30.525097 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [5.88 ms]
2022-01-24 09:19:30.525097 ; CLI            ; Debug       ; CLI action returned exit code: 0 [21.9 ms]
2022-01-24 09:19:30.754718 ; PackageAction  ; Debug       ; Fetching package information...
2022-01-24 09:19:31.298795 ; PackageAction  ; Debug       ; Found package Developer's System version 9.16.5+1527f98a [367 ms]
2022-01-24 09:19:31.298795 ; PackageAction  ; Debug       ; Resolving dependencies.
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency Editor 9.16.5+1527f98a
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency OSIntegration 1.4.0+c70929ac
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency WPF Controls 9.16.5+1527f98a
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency Keysight Floating Licensing 1.4.1+e5816333
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency Results Viewer 9.16.5+1527f98a
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency CSV 9.11.0+98498e58
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency Timing Analyzer 9.16.5+1527f98a
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency SQLite and PostgreSQL 9.4.2+3009aace
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency Keysight Fixed Licensing 1.4.1+e5816333
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency SDK 9.16.4+654f0b6b
2022-01-24 09:19:33.391088 ; PackageAction  ; Debug       ; Adding dependency Visual Studio SDK 1.2.2+ebf9ebe5
2022-01-24 09:19:34.044601 ; PackageAction  ; Debug       ; Downloading 'Visual Studio SDK' version '1.2.2+ebf9ebe5' from 'https://packages.opentap.io'
2022-01-24 09:19:35.189395 ; PackageAction  ; Information ; Downloaded 'Visual Studio SDK' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Visual Studio SDK.1.2.2+ebf9ebe5.TapPackage'. [1.73 s]
2022-01-24 09:19:35.334028 ; PackageAction  ; Debug       ; Downloading 'SDK' version '9.16.4+654f0b6b' from 'https://packages.opentap.io'
2022-01-24 09:19:37.127255 ; PackageAction  ; Information ; Downloaded 'SDK' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\SDK.9.16.4+654f0b6b.Windows,Linux.TapPackage'. [1.93 s]
2022-01-24 09:19:37.260383 ; PackageAction  ; Debug       ; Downloading 'Keysight Fixed Licensing' version '1.4.1+e5816333' from 'https://packages.opentap.io'
2022-01-24 09:19:38.189887 ; PackageAction  ; Information ; Downloaded 'Keysight Fixed Licensing' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Keysight Fixed Licensing.1.4.1+e5816333.TapPackage'. [1.06 s]
2022-01-24 09:19:38.325557 ; PackageAction  ; Debug       ; Downloading 'SQLite and PostgreSQL' version '9.4.2+3009aace' from 'https://packages.opentap.io'
2022-01-24 09:19:40.461190 ; PackageAction  ; Information ; Downloaded 'SQLite and PostgreSQL' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage'. [2.27 s]
2022-01-24 09:19:40.611732 ; PackageAction  ; Debug       ; Downloading 'Timing Analyzer' version '9.16.5+1527f98a' from 'https://packages.opentap.io'
2022-01-24 09:19:42.535170 ; PackageAction  ; Information ; Downloaded 'Timing Analyzer' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Timing Analyzer.9.16.5+1527f98a.x64.TapPackage'. [2.07 s]
2022-01-24 09:19:42.669342 ; PackageAction  ; Debug       ; Downloading 'CSV' version '9.11.0+98498e58' from 'https://packages.opentap.io'
2022-01-24 09:19:43.236148 ; PackageAction  ; Information ; Downloaded 'CSV' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\CSV.9.11.0+98498e58.Windows,Linux.TapPackage'. [701 ms]
2022-01-24 09:19:43.375608 ; PackageAction  ; Debug       ; Downloading 'Results Viewer' version '9.16.5+1527f98a' from 'https://packages.opentap.io'
2022-01-24 09:19:45.922445 ; PackageAction  ; Information ; Downloaded 'Results Viewer' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Results Viewer.9.16.5+1527f98a.x64.TapPackage'. [2.68 s]
2022-01-24 09:19:46.076065 ; PackageAction  ; Debug       ; Downloading 'Keysight Floating Licensing' version '1.4.1+e5816333' from 'https://packages.opentap.io'
2022-01-24 09:19:48.073346 ; PackageAction  ; Information ; Downloaded 'Keysight Floating Licensing' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Keysight Floating Licensing.1.4.1+e5816333.TapPackage'. [2.15 s]
2022-01-24 09:19:48.233883 ; PackageAction  ; Debug       ; Downloading 'WPF Controls' version '9.16.5+1527f98a' from 'https://packages.opentap.io'
2022-01-24 09:19:50.573883 ; PackageAction  ; Information ; Downloaded 'WPF Controls' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\WPF Controls.9.16.5+1527f98a.TapPackage'. [2.50 s]
2022-01-24 09:19:50.706093 ; PackageAction  ; Debug       ; Downloading 'OSIntegration' version '1.4.0+c70929ac' from 'https://packages.opentap.io'
2022-01-24 09:19:51.425608 ; PackageAction  ; Information ; Downloaded 'OSIntegration' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\OSIntegration.1.4.0+c70929ac.TapPackage'. [851 ms]
2022-01-24 09:19:51.597206 ; PackageAction  ; Debug       ; Downloading 'Editor' version '9.16.5+1527f98a' from 'https://packages.opentap.io'
2022-01-24 09:19:57.210615 ; PackageAction  ; Information ; Downloaded 'Editor' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Editor.9.16.5+1527f98a.x64.TapPackage'. [5.78 s]
2022-01-24 09:19:57.371873 ; PackageAction  ; Debug       ; Downloading 'Developer's System' version '9.16.5+1527f98a' from 'https://packages.opentap.io'
2022-01-24 09:19:58.024479 ; PackageAction  ; Information ; Downloaded 'Developer's System' to 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\Developer's System.9.16.5+1527f98a.TapPackage'. [813 ms]
2022-01-24 09:19:58.024479 ; PackageAction  ; Information ; Installing to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug
2022-01-24 09:19:58.129566 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\PackageCache\SDK.9.16.4+654f0b6b.Windows,Linux.TapPackage
2022-01-24 09:19:58.150087 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/Packages/SDK/Keysight.OpenTap.Sdk.MSBuild.dll [9.67 ms]
2022-01-24 09:19:58.154085 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/Packages/SDK/OpenTap.Sdk.New.dll [3.98 ms]
2022-01-24 09:19:58.162082 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/OpenTap.xml [7.54 ms]
2022-01-24 09:19:58.165084 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/OpenTap.Package.xml [3.19 ms]
2022-01-24 09:19:58.167081 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/Packages/SDK/PackageSchema.xsd [1.73 ms]
2022-01-24 09:19:58.208214 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/Packages/SDK/OpenTAP Developer Guide.pdf [41.4 ms]
2022-01-24 09:19:58.210214 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Debug/Packages/SDK/Examples/.OpenTapIgnore [2.25 ms]
